c0,c1,"c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
37.74521941755379,0.00427827541437403,-102.5766009389548,51.647522295714396,7.264707964741308,4.8330172183885365,6.83606059340141,4.207061775902486,3.5801068666193165,1.3220329987228736,1.5286431342253326,-1.1061717857351205,-3.540365060559213,-16.198481860095722,13.851687514376227,8.433368940779154,4.438749901417987,4.534243668010427
