train set,train set size,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
gov,1,5.780496347417223,1.9056045521943595e-07,-4.296459818157428e-09,1.8981613393093007e-07,-6.677514260219802e-10,2.9685882290544617e-08,1.8323868558075891e-07,8.642153119504465,8.946138884515817
gov,10,13.69620373699414,-6.256628556115765e-10,-0.005461081014919922,0.014873937232416045,0.059628580503792945,-0.005701220310320145,-0.04907751956564376,14.262208011538467,14.549940257383403
gov,25,15.936166221425928,8.999207833644591e-07,1.9271288023371092e-07,-1.2942888199451693e-07,-1.1074871274023192e-09,-5.830562560522711e-07,-3.992454531887123e-07,15.631590368069235,15.859321147868554
gov,50,17.1743962997894,-3.7483457289423586e-07,2.921687731227707e-07,8.705427457589824e-09,2.5984418277087644e-09,-9.958144905973042e-07,-7.326994808955764e-07,17.397147374074372,17.99071442786466
bible,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.019148333732431,10.019148333732431
bible,10,7.894120084106971,4.740810064918366e-09,-0.0011205866344728922,-0.0021485694462505763,0.02749274423186342,-0.04552059997945126,0.006769549812697459,12.633134410574382,12.512458242428362
bible,25,9.56589054179131,0.0008303797058242865,-0.00012332255351643802,0.00033804455344855523,-2.4672395664862184e-09,2.1330206001547886e-05,0.0008681288894847,14.393574236353466,14.24023017542984
