c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2",rmse,kfold rmse
9.090519044094442,1.4161001530537667,0.0006998652397431644,-1.4711656285317246e-09,0.0752823125089241,0.0169794489881793,0.0022771320293517284,0.007129696121638896,-0.0038620464972034378,13.964162322497247,13.89961010840161
