train set,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
gov,18.865167928910015,0.7231396373683215,-0.6724644055128501,0.16488500258817285,-0.28122246263960093,-2.423048057700962,0.4358162135073145,14.373594581568657,14.423402680800539
bible,17.150701233485112,0.7640618217294405,-0.595131253478534,0.05021224147368526,-0.006381160772303985,-2.232074893077716,0.7002656025667313,11.967674569311908,11.99601184072947
