c0,c1,"c2,1","c2,2","c2,3","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
23.768726638110245,0.5951340106430933,18.951601090490417,-353.5439840139719,391.53296496476923,9.6389971697291,3.4592107677927797,8.091955629752048,2.2267067281688404,1.6611168829396754,-3.0693718249094752,5.434868866140024,-2.672657122801149,3.289481354202792,-15.12001301768147,2.5695393712903654,-0.9934682689176624,4.197011473705551,4.238070083083799
