c0,"c1,1","c1,2","c1,3",c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
13.133361503415669,26.61278102315586,-50.670486981257305,32.86477052874446,-1.4955286263961656,4.4204645514451775,0.9241961111360585,1.9175104481864111,-1.2569324303831761,-1.8770014518279088,-4.458135465869629,3.8436427276585095,-0.8842622345171539,-1.5058789890551145,-14.677719134055693,-9.031953391091188,-7.8964373624187,6.482074664347563,6.59750783800434
