train set 1 size,train set 2,train set 2 size,language to,c0,c1,rmse,kfold rmse
25,gov,1,ka,12.268322574946021,3.9911451231938377,6.766841550621101,7.111636640477062
25,gov,1,gu,17.194599167915197,4.353252650565146,7.875716798752423,8.231784263085867
25,gov,1,hi,15.954967874146801,4.9171319865517225,7.063602700281556,7.353001114129939
25,gov,1,si,16.49559088738515,6.0211875934840515,9.901059972494076,10.395712535526734
25,gov,1,ta,15.338202934621354,5.9035732303940005,8.47723794147604,8.942240695065866
25,gov,10,ka,21.993554520597463,6.5105761272187985,10.620412831316505,11.052333663524372
25,gov,10,gu,25.55015730853201,5.27876032166162,10.750319438842869,11.198360671450812
25,gov,10,hi,24.74061582274961,5.85500895562198,10.127600309926661,10.59325341274857
25,gov,10,si,25.479239365037294,6.141000233097064,15.969671705029615,16.969513439313207
25,gov,10,ta,23.416260766599382,6.950765779111343,12.614122993168312,13.366126106800142
25,gov,25,ka,25.12136863498415,7.777374377920159,11.73182631638562,12.20471510836062
25,gov,25,gu,28.35509146039954,6.074523368687293,11.647620417244996,12.118026652868823
25,gov,25,hi,27.196244598731973,6.546464065827631,10.823750519452316,11.29048016466207
25,gov,25,si,28.12273747726561,6.2709008724185695,17.667008379144395,18.812028940693445
25,gov,25,ta,26.234681845008808,7.494506364770849,13.74186293635852,14.57355477802392
25,gov,50,hi,29.22251458615669,7.2572333078147775,11.175990366618269,11.616264281713741
25,gov,50,si,30.378327971896738,7.095985738505563,18.69940368322825,19.862650422670594
25,gov,50,ta,28.624630741551723,8.20232730377828,14.280655164706682,15.111770366417076
25,bible,1,ka,12.485922624327912,6.817692265431137,5.900003198756931,10.866623036187088
25,bible,1,gu,17.960470964002308,10.444111197757762,5.366272376932884,10.927346989508171
25,bible,1,hi,18.598429912896105,10.155489783082453,6.740208474450305,18.190617220739234
25,bible,1,si,17.733136838766598,9.180761659677211,8.623179301197737,34.209643414001455
25,bible,1,ta,13.42027958849846,6.413343642402906,6.77393146885311,26.746112510072393
25,bible,10,ka,20.130182563400105,10.95308345874588,9.291516143061566,17.46970815336595
25,bible,10,gu,24.109600148325622,12.204529181068045,7.908738452514798,16.514598036919608
25,bible,10,hi,27.070840886183515,14.669882387566092,10.00354631042882,26.951019476516475
25,bible,10,si,25.601139885093712,11.913714218360605,13.208989983011596,52.51518733600486
25,bible,10,ta,19.47117827373144,8.07951776493762,10.634205217857485,42.55757125756326
25,bible,25,ka,23.893631083215872,13.378637244467024,10.818032448716563,20.544487094348938
25,bible,25,gu,27.878870757422998,14.303928999688612,9.092342611114406,18.997446725643137
25,bible,25,hi,30.782094562004485,16.67399094810287,11.60386924718614,31.656406837225717
25,bible,25,si,28.327255459563634,13.361442691862656,14.59284416640771,57.79057153344473
25,bible,25,ta,22.511791608251276,9.296098866716756,12.183912675799702,48.894732265413516
100,gov,1,ka,-15.0838805346931,-30.2812400306804,6.500202353051692,8.34036175629641
100,gov,1,gu,-10.208688645463663,-28.44881846363803,7.884883424309152,9.750044974620506
100,gov,1,hi,-23.230295371636277,-38.79862390522632,7.2950588089388155,9.0741641309592
100,gov,1,si,-31.49171614089659,-48.16923450301254,5.925325120553707,10.305234072037392
100,gov,1,ta,-22.791137447072266,-34.89017342512126,8.559817638088562,11.137295490552498
100,gov,10,ka,-25.82340024297366,-51.16209094542657,8.989052090142305,11.533786520166005
100,gov,10,gu,-19.223333281911017,-47.984779404811775,9.94783720733405,12.300988480398281
100,gov,10,hi,-33.42490673719412,-57.12605551403812,9.459106178617946,11.76597533275194
100,gov,10,si,-46.58496622898348,-73.23079632876997,8.707881483970642,15.144613187992134
100,gov,10,ta,-31.557044023883446,-50.826352889246486,11.679467987022948,15.196315113667513
100,gov,25,ka,-29.127120386676282,-57.75389204748655,9.680235908352715,12.420639385795077
100,gov,25,gu,-20.372084041170087,-51.3589978493081,10.872062000486087,13.443837754759146
100,gov,25,hi,-36.621823229046704,-62.42386918052425,10.055475156163704,12.507785663085688
100,gov,25,si,-51.72848382490976,-81.08079294535274,9.803862257243292,17.050726047158253
100,gov,25,ta,-34.84338472233048,-56.47607344151165,12.534691057919288,16.309057517025213
100,gov,50,hi,-41.42476327559809,-69.27452430595635,9.68254855707029,12.043910421282193
100,gov,50,si,-53.697028657693544,-85.11315116497924,10.430632992598385,18.140796044318748
100,gov,50,ta,-38.279790309158074,-61.5453763909967,12.669188093518105,16.484053444672433
100,bible,1,ka,40.79975888484965,43.10473373906554,1.6774503527246487,2.1523241908587813
100,bible,1,gu,39.15901517790225,39.067493597551824,2.9361365582371652,3.6306768222065537
100,bible,1,hi,62.02146114515891,59.625603621628855,3.105836099993637,3.8632816092815045
100,bible,1,si,55.07695257482599,51.591532901806524,2.596348015760537,4.515528429329785
100,bible,1,ta,57.92558369418941,53.88907453905824,1.803174729520027,2.346135237092023
100,bible,10,ka,63.48003154878486,66.79431133613342,2.967619476539741,3.807730689761103
100,bible,10,gu,56.42399468153387,55.350868274675,4.214936888685486,5.211976134380351
100,bible,10,hi,88.7301178604283,85.25772353358748,4.527443004663199,5.631587351641583
100,bible,10,si,80.62306685313024,74.9739093755856,3.826639153927272,6.655231803847188
100,bible,10,ta,87.0532631940931,80.30401955998073,2.6699662238339106,3.4739294739564355
100,bible,25,ka,75.27644066427584,79.47024845058164,3.411694789315624,4.3775204523603515
100,bible,25,gu,64.27359052974806,63.06345388509638,4.804415183967967,5.940894950459152
100,bible,25,hi,103.02039009750872,99.34675038698965,5.232922376325553,6.509117715290122
100,bible,25,si,89.28872017737731,83.10728505091765,4.226992263418389,7.351519757813246
100,bible,25,ta,98.72347739806015,90.96759916654872,2.911398877763914,3.7880607932858035
1,gov,1,ka,9.996667009380193,4.352636774521475,3.5378787983272573,5.148012849845514
1,gov,1,gu,19.242491554706078,6.121192107102955,5.375824988444282,7.906214147890215
1,gov,1,hi,17.030054031159278,5.129285599943368,5.177802821254137,7.549561371253871
1,gov,1,si,19.783096674176008,9.707605624332558,6.801504585108131,10.399060665462315
1,gov,1,ta,15.921072267234107,5.984019222911313,6.510655212171417,9.813205600596053
1,gov,10,ka,28.179633235530755,12.251974166192255,7.329193553632321,10.664803613663526
1,gov,10,gu,32.59706186276079,10.903838781894375,6.474460642057504,9.521975220217676
1,gov,10,hi,30.555971405526893,10.140986460442653,6.844341916957347,9.979479932261931
1,gov,10,si,36.54475516198413,16.672351287233933,11.974842218499985,18.30875935336019
1,gov,10,ta,27.387058238031884,9.901958376582689,10.336491914973047,15.579710036080884
1,gov,25,ka,34.08430668281843,14.931883151199477,7.937542466727767,11.550019925563667
1,gov,25,gu,36.99040665918083,12.878475388590145,6.919387641851488,10.176328393565221
1,gov,25,hi,34.03791959656731,11.722196266148272,6.953303307184771,10.138352475504089
1,gov,25,si,41.45803595616371,19.042007918729514,13.25759771560887,20.270009554175644
1,gov,25,ta,31.527672287116378,11.6044285095265,11.11883777110639,16.758903294949583
1,gov,50,hi,36.752916261753946,13.07506950484666,6.743134394432807,9.831913014612
1,gov,50,si,44.859542954063215,20.902103705973417,13.957257911674452,21.339744747771714
1,gov,50,ta,34.46117389590976,12.7450456548145,11.202411165000463,16.884869556454095
1,bible,1,ka,15.766333857548466,10.086165825148786,3.735641524121691,13.560627489062172
1,bible,1,gu,18.823302612991025,10.42915158609951,4.02822271469418,13.377159327177605
1,bible,1,hi,21.440326312706368,12.683730390991666,5.029810402987153,19.46624313431526
1,bible,1,si,19.270411545629276,10.786753881635866,7.207454739442328,39.37609592605575
1,bible,1,ta,14.79236819851266,7.9374631953711505,5.335930576906211,28.511973881867828
1,bible,10,ka,28.681691977703068,18.249466388226693,6.415109397877234,23.287274296654687
1,bible,10,gu,26.925993601158247,12.921707639277237,6.380935334804212,21.190186013975943
1,bible,10,hi,32.24580320007836,18.50179079854794,8.005140530692127,30.981289434361056
1,bible,10,si,29.881488226859826,15.097786016589614,11.322488435860127,61.85753596651537
1,bible,10,ta,22.520396223669664,10.28994326221849,8.815103893976605,47.10256409235282
1,bible,25,ka,34.80479667943773,22.391474653789718,7.615693092722041,27.645473055850108
1,bible,25,gu,32.43625986615992,16.474971042384805,7.4340862641794,24.687551670156324
1,bible,25,hi,36.23931793839767,20.59834229373475,9.218854913138571,35.67857568800201
1,bible,25,si,33.63328151364889,17.428817200445614,12.79270007211873,69.88966332821992
1,bible,25,ta,26.667565112835632,12.402599295018202,10.311219846233588,55.096899539606646
10,gov,1,ka,16.251005759196207,6.431394471588841,4.941117120878571,7.207265949932552
10,gov,1,gu,20.360607478117707,6.334014031307147,5.437899952303299,8.01928919182618
10,gov,1,hi,17.961935113892817,5.890783188089526,4.944640159687463,7.23094853464977
10,gov,1,si,21.124175173143996,9.753867236719518,7.113254252893479,10.873290774106525
10,gov,1,ta,17.127621693226583,6.714665198564065,6.8219412865731295,10.272500432914551
10,gov,10,ka,29.194158266373254,11.011539102747275,6.929371238725369,10.107394777646407
10,gov,10,gu,32.23773212762324,9.282655495145349,6.511131030164362,9.601986640936596
10,gov,10,hi,29.33313320695937,8.037911543886024,6.735045989210823,9.849204260307832
10,gov,10,si,35.50950315233665,13.35439110027537,12.210788558430043,18.6653604463721
10,gov,10,ta,27.6407675342068,8.94698554560292,10.422656413579363,15.694468483823108
10,gov,25,ka,33.29251457674455,12.534310024763606,7.687655861043189,11.213452133723996
10,gov,25,gu,35.85098071768189,10.588134130980702,6.851995242126355,10.104660230894586
10,gov,25,hi,32.656653528165926,9.342908953674176,7.007229370042379,10.247240104215278
10,gov,25,si,39.62142117805388,14.413846938374109,13.441600739191966,20.54677481087195
10,gov,25,ta,31.356592507038926,10.194175017798887,11.105348272772865,16.722468011306262
10,gov,50,hi,35.04917033868314,10.274669027938723,6.763602693987195,9.89096504691481
10,gov,50,si,42.76838348961657,15.970177167771805,14.098254616954172,21.55053318882515
10,gov,50,ta,34.03181728005433,11.051421769919092,11.28501822870626,16.993015590444426
10,bible,1,ka,18.450950191426482,9.860375301137342,4.509822954028449,16.768634364370993
10,bible,1,gu,20.704266098195998,10.856759174653943,3.9601576184354603,12.471677571384435
10,bible,1,hi,21.39182947730881,10.992938748827033,5.071973072913972,18.78914118020994
10,bible,1,si,18.81883652075127,8.65745908910937,7.431001567182828,45.25260498555316
10,bible,1,ta,14.436780088797509,6.458555285763636,5.534781718489302,32.460474744112155
10,bible,10,ka,28.302566560628186,15.002871272936856,6.725915713907928,25.008613979259167
10,bible,10,gu,27.758008968203647,12.539627140328175,6.121381318711657,19.277993820988947
10,bible,10,hi,31.264745903206514,15.743572052757072,7.701903745802206,28.531728137335186
