model,pareto,rawlsian,gov-1k,gov-10k,gov-25k,gov-50k,bible-1k,bible-10k,bible-25k
linear,True,True,8.30063522282604,14.094206856961174,15.484080634220089,17.420849168590596,7.844116277079243,12.420288387556267,14.240633019520768
poly2,True,False,8.29616557660553,14.100269880816318,15.489875785492451,17.45149840710887,7.844027737420705,12.42231049126256,14.239364346736531
poly3,True,False,8.298681471459755,14.099466093198457,15.489837131700387,17.442782147498043,7.843701759795179,12.419981157997892,14.240923247834292
exp,True,False,8.290201885718698,14.131153508610334,15.523323670356836,17.48705628853763,7.847965715502218,12.433933033964156,14.257526807374452
log,False,False,8.308994818156545,14.124925224875524,15.51632876864618,17.48233563315355,7.850287492166037,12.427522657427788,14.24846371009679
power,False,False,8.311929216854338,14.150200328997826,15.542059674908728,17.516270713954214,7.852661137487596,12.436195970734673,14.259388424198118
hmult,False,False,8.335817981363986,14.137099921506888,15.52913750898258,17.475406798517813,7.855158733716375,12.434776945048004,14.25562127077606
