c0,"c1,1","c1,2",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
-12.578096507719454,0.2857142283321258,-0.0022380142344431905,-18.34865971788219,0.0,0.0,0.0,0.0,0.0,0.0,4.922949582455671,4.956086063747999
