model,log likelihood,R2 coefficient,normality pearson p-value,normality shapiro p-value,homocedasticity levene p-value,homocedasticity bartlett p-value
linear,-8.026307909346746,0.9708037542499874,,0.07771364599466324,,
poly2,-7.822269914680313,0.9745169174897595,,0.06477431207895279,,
poly3,-7.05068990162288,0.9847645016059959,,0.007815101183950901,,
exp,-6.040732410821246,0.9922295884323497,,0.5488226413726807,,
log,-0.9152712890438915,0.9997450405967397,,0.5006593465805054,,
power,-7.633335112082416,0.9775327596012499,,0.9272496700286865,,
hmult,-8.066832175360178,0.9700042319069841,,0.9359921216964722,,
