language to,c0,c1,c2,rmse,kfold rmse
ka,26.551470469628175,2.3669909735711654,-58.91582554834497,4.007707368445162,4.0571191100498805
gu,32.31187055830331,1.8936212033484525,-62.45723888429243,4.568313173083488,4.637920114742872
hi,33.77341886955552,1.9932861708121035,-69.55128500408388,3.155123379921754,3.191920963963886
si,41.58741413118481,1.9217989934859514,-81.84957288292719,4.811005529194033,4.849613122551651
ta,31.936114946757556,1.8898916014952702,-64.17679924160707,4.191497749781237,4.2402523101690734
