model,pareto,rawlsian,1k-flores,1k-bible,1k-gov,10k-flores,10k-bible,10k-gov,25k-flores,25k-bible,25k-gov,50k-flores,50k-bible,50k-gov
linear,True,False,2.390661964305675,8.462296636190754,9.711034497710848,5.385895436236871,13.177879101702288,17.142523386784184,6.4498897562099895,15.02455022876494,19.054633097170697,3.8110857661658937,0.9740207767667236,5.949432482677763
poly2,True,False,2.3900790337386524,8.461552047066956,9.71659659872628,5.399138772306777,13.179007547379737,17.142851273525487,6.448036232355681,15.022530103843668,19.056729618088163,3.8079256458361694,0.9733319238651088,5.950846223425967
poly3,True,True,2.3903573107829827,8.461102981071132,9.716364285370329,5.386010087297366,13.174890045291937,17.138266442600806,6.451310068014133,15.01742417580795,19.03159482321204,3.810957576600385,0.9742637831655824,5.952070762728167
exp,True,False,2.3552548968977667,8.48879360433028,9.710658810313442,5.327388962713359,13.224437106830225,17.155959084378107,6.401510010861898,15.072300906340928,19.05543360389046,3.813067990923245,0.9751566077853604,5.951451460068836
log,True,False,2.265252430840482,8.492001635369114,9.741980238091562,5.269973664196338,13.244129228756478,17.238387230943403,6.347109355703481,15.09655095020844,19.15418782290176,3.8116962553734335,0.978696379712825,5.948454650317227
power,True,False,2.2149270354005344,8.522951986508481,9.771784653097104,5.298801311603542,13.264643047019822,17.230056320555004,6.390840831407454,15.112605191658204,19.13868125480708,3.8129193619699095,0.9760518556733307,5.951501140831803
hmult,True,False,2.22079113670243,8.523406196415827,9.755782658865476,5.286225305504873,13.252339182397217,17.206266156462995,6.374502906808879,15.096077737582108,19.10943380221442,3.797130083336607,0.9867231800160162,5.951273012524318
