language to,c0,"c1,1","c1,2","c2,1","c2,2","c2,3",rmse,kfold rmse
ka,27.2190693822441,0.8848156126228259,-0.02206887572938863,-70.46233826885407,1.9940396108734442,30.09070198757504,3.9656674295389633,3.9057223956408933
gu,-11.149459803673277,0.7714826769035927,-0.01805765473238842,463.770694498079,-1749.6007692605533,1712.4819989216676,2.700284309720424,3.7477986735818987
hi,34.05851451173563,0.31757570763258475,-0.002991699968379343,-66.87352855392407,-12.336874124945748,14.819298611860223,3.1653289409651757,3.2401345109810555
si,52.198816609064224,0.29479298477760196,-0.0026990735736574195,-158.46285042231946,48.845419225195286,106.86849064451658,3.0643066984565674,3.1566733746590887
ta,38.33582794151396,0.26332473782647325,-0.002005244513930251,-112.16328222383308,30.218275511533193,71.70594839840226,3.391994971437082,3.5140873972191273
