train set,language to,c0,c1,rmse,kfold rmse
gov,ka,6.448873400746148,0.4649094211142494,11.130860971792375,11.374044277381342
gov,gu,11.873358638269924,0.3962016814357968,11.811988859464133,12.073849833887571
gov,hi,12.023969338412222,0.18376894653173548,12.131381240898996,12.327843604276962
gov,si,11.946940233795853,0.21836011147405401,17.599048533448176,17.867929068551458
gov,ta,9.962507030185575,0.18352688033052755,14.494921345407581,14.716037533065238
bible,ka,4.919837027599448,0.24325416944320855,10.094495022991092,10.32406605623916
bible,gu,6.942293719928212,0.21638309233819802,9.93298009567428,10.157789099745985
bible,hi,7.4400309751211795,0.21286833154637114,11.817247543740587,12.086726630476546
bible,si,8.188778099929802,0.24676869161346973,14.70826033486697,15.039567703341355
bible,ta,6.210104833578757,0.226473190845766,11.620393803015887,11.885691454172322
