c0,c1,c2,c3,c4,c5,rmse,kfold rmse
9.605729075020963e-05,-0.8403430136943728,-0.5928483330603481,-1.4590066176145602e-09,0.0002681971815095409,-1.4176254061571532,13.822716476872268,13.822482211810557
