train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2",rmse,loo rmse
bible,1,gov,1,bible,21.501739199620605,-86.20327595947998,101.53536594803899,1.9051893593755767,2.079160928632633
bible,1,gov,1,gov,-72.84524936975528,398.57669692402175,-410.75766210795337,2.9911467504854294,3.042272314864104
bible,1,gov,10,flores,73.84834357483062,-282.9152174196559,305.3551291116062,3.296721605133589,4.486727590065804
bible,1,gov,10,bible,-25.582429708808803,139.80609294279083,-139.76695070259441,2.3896042887974867,2.4927148680737754
bible,1,gov,10,gov,-151.62190579745547,838.9883758317173,-902.3778980979407,1.4640960764125501,1.4666200973246717
bible,1,gov,25,flores,93.27011263623933,-359.32724911355945,386.30350422219027,3.325143875651578,4.614358196287565
bible,1,gov,25,bible,-38.79004013995313,201.1585053168788,-205.5746303375897,2.3566041426099815,2.4276571368955833
bible,1,gov,25,gov,-177.06187015634697,973.6698250148349,-1048.5029935984962,0.8278905832205952,0.8557336626742629
bible,1,gov,50,flores,106.33290955261639,-387.4672377464311,385.93725865539903,1.1738300761975876e-13,8.892189122256667
bible,1,gov,50,bible,-5.488557962777019,69.95374886480863,-79.13599514938535,1.3623484946791977e-08,1.695899047140553
bible,1,gov,50,gov,-185.35088030945855,1025.420172369178,-1105.3921043486682,6.159084549220923e-13,24.417229100205013
bible,10,gov,1,flores,44.12342979471483,-174.79705066259893,189.50361479048485,1.8030495240471773,2.485691005054176
bible,10,gov,1,bible,36.047853031898086,-155.54228426368167,175.2135865650693,1.4668831139283511,1.879673585093019
bible,10,gov,1,gov,-52.71753034959206,325.095396102605,-340.5978335490325,0.9917645336614235,1.1157182718682215
bible,10,gov,10,flores,90.79697083617641,-355.10702771556856,381.5739643486466,3.071648667361337,4.299112178691491
bible,10,gov,10,bible,-9.33633863761795,74.18761785074308,-71.52316924088358,2.498939955726541,2.6779442483257703
bible,10,gov,10,gov,-151.919702390425,842.2191824367502,-904.9859728546577,1.061833262566059,1.0726206670840321
bible,10,gov,25,flores,98.67764745555807,-382.565946644645,411.8290233044526,3.161804014623767,4.429843291432374
bible,10,gov,25,bible,-39.44056034890836,215.2537073500621,-224.17398488763766,2.4433556755562176,2.5928352585742576
bible,10,gov,25,gov,-178.7164569502241,981.9666566122596,-1057.050354147375,0.8167493961496664,0.8859854495918216
bible,10,gov,50,flores,107.93612075880084,-396.02758342391604,397.2694610349179,1.2134827384073311e-14,9.123129229932516
bible,10,gov,50,bible,2.5734717891774435,46.98631541688333,-60.276445651033164,6.238360200477627e-15,1.2173795699486003
bible,10,gov,50,gov,-185.15894408468563,1023.1845001403716,-1100.508386317308,1.4293510985997777e-13,24.3326745455154
