,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,"[-1.0, -0.5, 0.0, 0.5, 1.0]",0.27838821814150105,"[-1.0, -0.5, 0.0]",2.0453948274424634,[0.0],5.640921910468181
kfold,"[-1.0, -0.5, 1.0]",0.27928480087537877,[-0.5],2.1064199015639757,[-1.0],5.704603385917709
