c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3",rmse,kfold rmse
8.38526331804757,1.1704129008088695e-05,9.523593011403058e-07,-3.6775204837593224e-08,-1.830887739395928e-08,5.391556557285959e-07,-8.060753416413989e-07,2.277165998910591,9.232895232529367e-07,3.070927602870971e-08,13.957573872211302,13.916875979341425
