train set,train set size,test set,c0,c1,rmse,kfold rmse
gov,1,flores,2.089089027321318,-2.2169210037562343e-09,3.351518151230856,2.92715067910412
gov,1,bible,0.0,0.0,1.1410521460476728,1.1410521460476728
gov,1,gov,16.762870099998903,-9.747940295161391e-11,4.435892983572367,4.509939751224502
gov,10,flores,9.247113273362832,-1.8273587309724915e-11,4.30783722733526,3.679985726347692
gov,10,bible,0.0,0.0,2.3958297101421877,2.3958297101421877
gov,10,gov,32.31730816602716,-4.2886519782247657e-10,4.480306172216713,4.487305125739743
gov,25,flores,11.96362332851947,-4.679157502888141e-09,4.529370915948132,4.067161198189481
gov,25,bible,0.0,0.0,2.874369496080836,2.874369496080836
gov,25,gov,36.07541450107867,-2.2519797606760556e-09,5.1121960571811815,5.04325156677212
gov,50,flores,11.896062902457139,-1.4313047529981884e-09,4.122474113828149,3.5318306430731035
gov,50,bible,0.0,0.0,2.335950912726264,2.335950912726264
gov,50,gov,39.83238204913971,-1.435288791861763e-09,5.893808577805122,5.597735403615738
bible,1,flores,0.0,0.0,1.2473972903610142,1.2473972903610142
bible,1,bible,14.520005447600116,-3.246388063097488e-09,3.9506420705995415,3.755124252823442
bible,1,gov,0.0,0.0,0.74565407529229,0.74565407529229
bible,10,flores,0.0,0.0,2.4240462041801103,2.4240462041801103
bible,10,bible,25.140434719640346,-7.586239481607731e-09,4.3646565282438745,4.221877093394543
bible,10,gov,0.0,0.0,1.4676511847165867,1.4676511847165867
bible,25,flores,0.0,0.0,2.7542694131112158,2.7542694131112158
bible,25,bible,29.31962244267313,-2.7022779905229943e-09,4.4642852315738155,4.447672689768146
bible,25,gov,0.0,0.0,1.6792855623746665,1.6792855623746665
