language to,c0,c1,c2,rmse,kfold rmse
ka,1.163477429819709,-0.3278485024588341,-1.3520291096093533,6.337243182718499,6.365094128047901
gu,6.239554033678641,-0.411184370112954,-1.250402652477917,7.9214028197877555,7.958570327783795
hi,3.7675913525752875,-0.42444409915354286,-1.3423906740075702,6.7963635699773075,6.832856946417893
si,2.591706077519785,-0.05358397233070535,-1.6312184970923138,3.577640559539067,3.5975081357322867
ta,0.5445916210245758,-0.4559439330342513,-1.3622021514160232,4.198809965019009,4.2324976466534245
