train set,test set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,flores,62.44867117167469,-58.53871527640321,-71.57110322290596,-55.72427659743587,4.627493314584716,4.715376565938502
gov,bible,-232.65340459913776,804.8106662029707,-217.97748245120596,-913.9349335551514,1.0687008636728768,1.0831111380020102
gov,gov,-39.891171846125445,87.36720272052212,94.3716984235336,71.12439294454882,9.208357291429396,9.339417783680677
bible,flores,-472.616246942247,1577.3554578312524,-395.4344087226737,-1725.4994657164673,0.8794982455935294,0.897806376335048
bible,bible,2122.2717312455875,-6999.953057747357,1863.1573671750584,7517.04100980329,6.812095073682012,6.9164387922619905
bible,gov,-240.09585036772003,810.4372569533107,-210.36815005411063,-894.8312791731425,0.6197128854979157,0.628394419801863
