train set size,test set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
1,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,6.5541260371823515,7.76895475507975e-05,1.6249382757976782e-05,0.0436021919352426,-1.7064642160256086e-09,0.0113999514010646,0.00011231962689485309,8.726419519455133,9.074376388285597
1,gov,5.656397416690473,0.0023975344356533678,0.001906326814611976,-1.8416335489198085e-09,2.1938894047603577,0.006582390054634656,0.0008004484613253484,9.997923844536388,9.72909620882594
10,flores,3.4511925985932264,-6.437059029741342e-05,0.00043951195688576687,0.00016914856721799142,1.231664195214199,0.0022011292808639914,-1.2626293042813528e-09,6.079721835332751,5.682188661355718
10,bible,9.56834597773539,-4.572837305626514e-09,-0.00044130571529233894,-0.00015252757767763214,3.703220572004883,0.00042419813213151854,0.00018730632010376244,13.352191738615469,13.663210991103826
10,gov,12.05388215710221,5.465693464675139e-07,1.9667233932420836e-07,-8.868406225232489e-07,4.813672087668615,4.6349329784060743e-07,1.37685622448992e-07,17.13587501487624,16.93783306322806
25,flores,4.662078452819626,-2.7598861986394613e-09,-0.006963898468076905,-0.004407302683878776,1.6566243194742147,0.008827479223359008,0.0033707786928136316,7.018977554915141,6.747938081320241
25,bible,11.394037218235438,-7.421167589118126e-06,-2.777980426120083e-06,1.2751116424872945e-05,4.426160344188746,-2.1452021767045575e-11,-3.7606069906471033e-06,15.134975734719145,15.446159256864492
25,gov,13.689360589630807,-5.400235492400516e-09,0.00019937871378920241,0.008369860554836439,5.4611101437199965,-0.0037656576665376935,-0.014102357277470503,18.97642154260995,18.80052447635459
50,flores,11.696611568504029,1.0375633560703325e-05,3.053631690414761e-08,-1.3362739264563908e-08,2.9587447050370947e-08,4.212911920674731e-08,-3.4119652103332546e-09,4.237168364314616,3.8332188927400956
50,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,29.231775602080134,0.0013262210445215011,6.56175959313192e-10,0.0014042571893085323,14.260716965557085,2.3558299360983734,0.00038392999502818954,4.569393777905176,4.113574616039415
