c0,c1,"c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
47.11642070405261,1.9897321431817714,-105.4223931713027,56.335715289434845,9.480925656108546,-16.689485999941834,1.4911548931138656,4.8246458448526734,-28.62161759650398,7.062407675616322,4.305556851226381,4.339536958742568
