train set size,test set,c0,c1,rmse,kfold rmse
1,flores,3.7138235939065343,1.4626419669113462,2.3717785169231544,2.4088547300437075
1,bible,13.562674553453865,7.953130897739811,8.372514556582034,8.500894220578296
1,gov,18.641511186090966,14.99177353616389,9.53183263246668,9.672937773628933
10,flores,3.9114792693308176,-5.393573397118319,5.3732981802213295,5.46036346097559
10,bible,18.521928810667994,6.307330781019255,13.06571850302712,13.265793299858966
10,gov,26.594869344535415,14.67204753302482,16.895583742511665,17.151751136277912
25,flores,5.248174867605876,-5.484885136182945,6.456353459967888,6.56030737314575
25,bible,21.025463784456935,6.67312277442712,14.888748548261907,15.118399757415052
25,gov,30.062306835072906,17.185839776038012,18.761445395634972,19.04548654580846
50,flores,-8.372848678005806,-39.49067403376334,0.40824829046424516,1.6103882977374522
50,bible,-3.6333067813086037,-10.146917286385039,0.040824829063500816,0.3727697515859056
50,gov,68.82507986561856,46.34669493038823,3.5517601270356867,5.907037158528655
