,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[-1.0],6.536816174520396e-16,[-1.0],0.18358087813949847,[0.0],1.4987756025743255
kfold,[0.5],4.796711693331816e-16,[1.0],0.34806683805317734,[1.0],1.5816598346415698
