train set,c0,c1,c2,rmse,kfold rmse
gov,2.155118310136716,-0.7977135279501298,-1.482816834915369,14.607601769403761,14.652990218919856
bible,1.6958417326621735,-0.4461686559971874,-1.411624731148971,12.13739639724659,12.128678473715578
