train set 1,train set 2,train set 2 size,test set,language to,c0,c1,rmse,kfold rmse
cc_align,gov,1,flores,ka,4.799999999999844,0.02400000000000183,8.027334740932283e-14,8.77191271651727
cc_align,gov,1,flores,gu,10.133333333333335,0.01066666666666666,1.2560739669470201e-15,20.89364988561356
cc_align,gov,1,flores,hi,8.833333333322411,0.01866666666679517,5.620657606379018e-12,18.015965014073394
cc_align,gov,1,flores,si,5.9666666666661605,0.013333333333339286,2.603173523043517e-13,12.386832902678714
cc_align,gov,1,flores,ta,3.966666666666637,0.017333333333333686,1.553677691793345e-14,8.67022867738004
cc_align,gov,1,bible,ka,0.5,0.004000000000000001,7.850462293418876e-17,1.0173745391296856
cc_align,gov,1,bible,gu,2.533333333333333,0.002666666666666665,3.1401849173675503e-16,5.223403026999
cc_align,gov,1,bible,hi,1.2999999999999998,0.004000000000000007,4.710277376051325e-16,2.3696220102000116
cc_align,gov,1,bible,si,0.6,0.004000000000000001,0.0,1.2426900241681804
cc_align,gov,1,bible,ta,0.7333333333333334,0.0026666666666666653,0.0,1.6820906523681787
cc_align,gov,1,gov,ka,16.733333333333334,0.03466666666666666,0.0,36.515034681138204
cc_align,gov,1,gov,gu,24.100000000000005,0.007999999999999945,2.5121479338940403e-15,44.26043618747776
cc_align,gov,1,gov,hi,21.033333333333335,0.022666666666666686,2.5121479338940403e-15,38.93560616557837
cc_align,gov,1,gov,si,25.5,0.019999999999999997,0.0,51.842701962534505
cc_align,gov,1,gov,ta,21.83333333333333,0.02266666666666672,2.5121479338940403e-15,40.10564490609564
cc_align,gov,10,flores,ka,12.833333333333334,0.01066666666666666,0.0,29.985976731330943
cc_align,gov,10,flores,gu,18.333333333333332,0.014666666666666666,2.5121479338940403e-15,41.31510520773738
cc_align,gov,10,flores,hi,15.7,0.020000000000000007,0.0,37.096494145497275
cc_align,gov,10,flores,si,10.533333333333333,0.022666666666666682,0.0,21.84556901661363
cc_align,gov,10,flores,ta,8.533333333324016,0.022666666666776285,4.793248039248926e-12,17.361689052581422
cc_align,gov,10,bible,ka,1.6666666666666665,0.0013333333333333355,0.0,3.2788367797838056
cc_align,gov,10,bible,gu,3.699999999999989,0.008000000000000127,5.4840971920226826e-15,8.812834552988544
cc_align,gov,10,bible,hi,3.4999999999999942,0.004000000000000068,2.9790409838967277e-15,8.200572964184373
cc_align,gov,10,bible,si,1.366666666666666,0.013333333333333355,9.42055475210265e-16,2.6424406767159123
cc_align,gov,10,bible,ta,2.3666666666666694,0.009333333333333221,5.966351342998345e-15,4.869849636405727
cc_align,gov,10,gov,ka,30.700000000000003,0.004000000000000007,3.552713678800501e-15,62.12404333234502
cc_align,gov,10,gov,gu,34.63333333333333,0.0066666666666666975,5.0242958677880805e-15,70.31161501790218
cc_align,gov,10,gov,hi,32.5,0.00799999999999996,5.0242958677880805e-15,65.5296444159274
cc_align,gov,10,gov,si,41.99999999999984,0.008000000000001891,8.774555507236292e-14,86.75326437733565
cc_align,gov,10,gov,ta,34.5,0.012000000000000063,5.0242958677880805e-15,70.02877230542757
cc_align,gov,25,flores,ka,15.000000000000002,0.011999999999999988,0.0,36.264647356670366
cc_align,gov,25,flores,gu,20.13333333333333,0.010666666666666687,2.5121479338940403e-15,37.017639085479445
cc_align,gov,25,flores,hi,17.366666666666667,0.021333333333333336,2.5121479338940403e-15,39.930148302042326
cc_align,gov,25,flores,si,12.066666666666666,0.017333333333333333,1.2560739669470201e-15,26.915291428144513
cc_align,gov,25,flores,ta,9.766666666666667,0.029333333333333312,0.0,20.128871046030724
cc_align,gov,25,bible,ka,1.9333333333333333,0.0026666666666666666,0.0,3.8841546569119725
cc_align,gov,25,bible,gu,4.633333333333287,0.0026666666666672195,2.3914935841127267e-14,10.438864480535804
cc_align,gov,25,bible,hi,3.766666666666656,0.005333333333333459,5.4840971920226826e-15,8.954255909225854
cc_align,gov,25,bible,si,1.7000000000000006,0.01199999999999997,1.5700924586837751e-15,3.38917991008139
cc_align,gov,25,bible,ta,2.933333333333341,0.010666666666666281,2.2037297810228128e-14,6.696256102607507
cc_align,gov,25,gov,ka,34.1,0.0039999999999999715,0.0,69.1504403392976
