train set,train set size,c0,c1,c2,rmse,kfold rmse
gov,1,3.4684830361745336,-7.179257495275117e-09,1.4824126465532647e-05,8.393981410151113,8.55231539127806
gov,10,5.979946356256588,-1.0767331608849513,-8.897279446189436e-09,14.125459712502087,14.294883315019224
gov,25,6.807053780548795,-1.1123317778901662,-7.090419397881332e-09,15.528073016780542,15.727547084538108
gov,50,7.83101817162518,-0.7961823690584836,-8.270159842774739e-09,17.316579320060615,17.72686558112341
bible,1,2.5343863548206307,3.53754048066107e-10,-3.677709619026881e-05,7.912947144345493,7.866116232064955
bible,10,4.622714317320622,-5.81161305491486e-09,0.0023369468188830663,12.43595688081906,12.39319578936075
bible,25,5.3957972028178265,-0.00032313095830353974,-8.104987507588303e-09,14.241678261999324,14.197188415072816
