train set size,c0,"c1,1","c1,2",rmse,kfold rmse
1,8.94986324938655,-4.8771420022573e-09,-2.0057271932244736,8.09488238995998,8.089670770828523
10,14.768927723380504,-3.4253930422951676e-08,-1.7028814072606868,13.539611293143947,13.539153240722811
25,17.32311910328055,1.2895542878967652e-06,-2.448831809543932,15.158990340450929,15.163062734652964
50,20.809707503740757,-2.9973219021025524e-09,-1.481210935181512,17.22339204804177,17.494771807018978
