c0,"c1,1","c1,2",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
-5.038563982402211,10.282273366810822,-2.5696696870714595,-1.496605153829062,2.1459705542005794,-0.042784933214865185,-1.1629547714397526,-0.21202612820262454,-6.402816275097515,-1.2652380363134803,6.509716363497324,6.641487130831832
