train set 1 size,train set 2,train set 2 size,language to,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
10,bible,1,hi,11.659891291722557,-79.99231672978338,110.05787886451554,134.70665469136821,1.559298848061728e-09,7.471537830964795
10,bible,1,si,8.55156226619609,-79.90689833310792,97.36650133862595,131.01655426775235,2.9878279814487784e-09,13.041562039625676
10,bible,1,ta,6.785710582937324,-59.15732314740382,72.82099899929061,97.60005444210009,1.6734828031554967e-08,9.458217980942596
10,bible,10,ka,14.385342627324755,-106.86034859124472,153.98165860718137,176.66058025889757,1.1384169421993898e-08,9.79189348116372
10,bible,10,gu,28.51235443042077,-144.8873014921132,159.98784259142585,200.75493726777262,2.4872704716405446e-10,9.560799947802526
10,bible,10,hi,19.177884604238468,-128.2016547596321,172.6798287679855,204.04018033826284,1.8752107161651496e-08,11.659088331737324
10,bible,10,si,19.055048391557765,-141.83535480526794,160.58938929995765,209.33854315339008,1.8165417483928043e-08,23.850554198190732
10,bible,10,ta,16.408981162730022,-117.72338194099619,152.20716955064586,132.96523134108702,1.8244756069907552e-08,16.36186146145676
10,bible,25,ka,15.928705296780025,-122.1277930426776,177.13942087296576,206.89842478446278,1.1706897274705765e-08,11.497721642337499
10,bible,25,gu,29.65225963267499,-152.69438847836676,174.0070528034347,218.6257098032073,5.5496660381524066e-09,10.28926310370182
10,bible,25,hi,22.225140648615195,-150.66510592427016,202.86044094609787,237.03420723762653,4.107332637521669e-09,13.929740395832003
10,bible,25,si,20.645582291164995,-156.24110159270887,178.08833224350002,232.4008176406953,1.8696938253012522e-08,24.233116346371528
10,bible,25,ta,18.5804313911873,-127.70316701650871,143.8897546641216,189.72852786101055,1.9765266801166028e-09,19.290929402299344
50,bible,1,hi,10.564717962990068,-73.06298446931106,106.95208351298378,127.9843892645034,1.511237050770164e-08,7.090444895358163
50,bible,1,si,7.572684729378852,-76.61324744548318,100.15993199076874,129.97542789497632,2.348138272661059e-08,13.053425318595238
50,bible,1,ta,6.109719196173091,-55.25544866138078,73.81980273718163,93.70875875151528,6.968863144724176e-09,9.255271436709549
50,bible,10,hi,17.86238744395216,-120.47715060986387,169.10480874481104,194.80550207010964,1.4004791508676645e-08,11.199355097973699
50,bible,10,si,16.906442676816024,-132.80176460543845,161.2976363773714,200.10276964360978,1.3843915335428506e-08,20.817214735369976
50,bible,10,ta,16.17280466478512,-126.501999271687,197.74399587361754,88.57594229538715,1.0669724491841907e-09,16.32531317519702
50,bible,25,hi,21.45979108076937,-144.89306405475753,196.4947873693027,237.5946649917855,5.543390060254074e-09,13.677738684690233
50,bible,25,si,17.931555631096412,-144.0512153611256,175.19698965878558,222.95456922552768,1.5458671058380516e-08,23.332440284442317
50,bible,25,ta,17.011786457150766,-120.64511885078284,145.46684551596988,178.05460376454263,2.160627177119278e-08,18.73585254543521
