c0,"c1,1","c1,2","c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
26.371204822055155,18.54381856599452,-9.310826978329915,43.15474727126077,-437.23835449088125,475.5771587720697,0.0,0.0,0.0,0.0,0.0,0.0,4.472435845183857,4.513118629920631
