model,pareto,rawlsian,gov-ka,gov-gu,gov-hi,gov-si,gov-ta,bible-ka,bible-gu,bible-hi,bible-si,bible-ta
linear,False,False,11.374097364439969,12.073815144944083,12.328406362347032,17.868713023472214,14.71678869580683,10.324357398276067,10.158058233763922,12.087023493703022,15.039913664320132,11.885986566281352
poly2,False,False,11.279676466075532,12.161026792533708,12.285252053395652,17.896438957242953,14.786384594575534,10.444040518149336,10.29227672072038,12.262305451748912,15.25899831185708,12.054980558241615
poly3,False,False,11.279689993046388,12.161087512443885,12.45491306605631,18.1476654453442,14.998204623233178,10.443999439153266,10.29226708141944,12.262320839226687,15.259020146695171,12.055017358588492
exp,False,False,11.493856625999996,12.113576437872078,12.366288956325224,17.904201742316715,14.744239122094266,10.342050637875776,10.160731514938474,12.079470078885745,15.028936457470412,11.884798820789204
log,True,True,11.045853891728155,11.914292373690762,12.085272103241431,17.616343966774917,14.558037802302858,10.220305546498272,10.081882554404682,12.011695482543598,14.94308865919428,11.80372519050256
power,True,False,11.143031554973224,11.925241923948644,12.116397107878576,17.658520875305864,14.583950956938937,10.332898545228996,10.076420884266664,12.001067908913072,14.929933799724203,11.798897068175052
hmult,True,False,11.283613913370608,12.01059454004182,12.215950763496364,17.752289839155157,14.657054685255744,10.251276472016118,10.092961172188806,12.00928971714096,14.94217043481938,11.808553843859784
scaling,False,False,11.089709487963605,11.944362245308342,12.126020151830405,17.685474098275645,14.63016726435995,10.337408993942672,10.0900572995523,12.030534569438975,14.960851350313051,11.82556166727345
