train set size,test set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
1,flores,0.0,0.0,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,6.4105412650713784,-4.7848455103657765e-09,-1.272894608109607e-05,2.4922847156161667e-05,1.449485494490222e-06,8.769318597777916,9.03467080156298
1,gov,7.415310199778719,-2.723631645868343e-09,0.0018835204880501765,0.0007460756602385279,0.0028866500487968747,9.938178536339091,9.76652961681813
10,flores,4.558781139250465,-1.7037839410968436e-09,-3.725069211665898e-07,3.792954193040612e-08,-3.543395790749354e-06,5.946469406014379,5.713206288151269
10,bible,12.339613172823825,-2.3167443654292765e-09,-4.6612994988830884e-07,-2.963017514579656e-06,-2.1386074020971564e-05,13.314742064554213,13.64015873728079
10,gov,15.554486199953695,-4.154085952729345e-09,-0.024367596340777523,-0.0752835350085852,-0.0036010413281631366,17.13119561485252,16.95551386750198
25,flores,6.000990237734373,-1.1598840540563516e-09,0.02801378633515104,0.014855711565243606,0.002640887224349561,6.918508002862824,6.593290810210138
25,bible,14.631325546095745,4.2093410489670265e-06,-3.13963803435973e-07,6.475727360867264e-06,6.690175222850821e-07,15.10872106354664,15.467965004415857
25,gov,16.11250786612125,1.8435800702815563,0.059546295726676614,-5.314214994860617e-09,0.6321862411107784,19.056168592012988,18.835800441212307
50,flores,11.673904628810238,-2.853241116610213e-09,-2.400422444148937e-05,4.2150215942638575e-05,8.307536864075017e-05,4.250610043932037,3.575683004360887
50,bible,0.0,0.0,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,39.88379857940913,-3.547484169940942e-09,-0.02919250438511609,6.879649176099931e-05,0.0014032278145733599,5.8746483969375705,5.843214827678663
