train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0,0.0,0.0,3.7177950454536886,2.5854445751180015
1,bible,2.7898191371055683,-0.7248761309104487,-7.504250318038953e-10,8.518628032469904,8.71555904744193
1,gov,3.7603382528112634,-0.3434183954720252,-7.161660104616067e-09,9.740717189384826,9.627694874645007
10,flores,2.2934873061624175,-0.6537952321316154,-4.938053731094292e-09,5.470940621356255,5.426136197382992
10,bible,4.489459975728762,-0.864178204008508,-6.485715910527474e-09,13.214998008225049,13.595747150464856
10,gov,6.177081814604531,-0.656882214507699,-6.419122639492116e-09,17.10138164453212,16.968262022900955
25,flores,2.4710902944314337,-0.8431670592204791,-5.3281299809834336e-09,6.59861007716624,6.510894001545461
25,bible,5.035742143446157,-0.8992706188350468,-6.093215056673899e-09,15.08943877451491,15.502616971790978
25,gov,7.026353820611543,-0.6238254723347776,-3.6504049306181198e-09,18.978254042166306,18.838913485077782
50,flores,2.248055990903164,-1.8380096693520365,-6.314936087407005e-09,1.8112095165830608,3.1574231627890064
50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,17.371813474270997,-0.45140020706861594,0.27672409210223214,5.848714948768754,5.980735681263613
