language to,c0,c1,rmse,loo rmse
ka,9.430697866706312,0.1885670653201669,11.183879073237893,11.18699967691211
gu,14.211718868898497,-0.19907015056376065,10.842808241040368,10.84632516160332
hi,14.168468070419472,-0.2586600972783455,11.790431488180113,11.792229525440051
si,15.40184466337282,-0.29517222025605466,16.01181879535655,16.014999286720936
ta,12.771660723036444,-0.18416165676540763,12.873286083079783,12.87614770542086
