c0,c1,"c2,1","c2,2","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
24.031709828444793,20.732641074542904,-109.62315028382375,60.967438146255645,10.323492015834509,4.146243813086824,1.4646911835857097,10.677579450705652,4.734621168966015,2.094648474968027,3.66586085248523,-1.1668601743651892,-1.7161463978228224,6.597481549415317,-0.9861699308694278,-3.721306251094619,9.913999388728856,-2.791221811015975,-14.226398836280193,12.135569331386508,5.610156387844233,2.470976546509418,5.057689585130461,5.044260776043205
