c0,c1,c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
-14.073968657132992,1.5775249726928102,-1.4929450906691792,6.0,6.0,-2.742187133531709,-2.3763639662039138,0.16746496180004472,-2.598053989086368,6.592315048264318,6.661259102141569
