c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
3.4496064595366125,1.409890494813328e-07,-3.5300324262007687,0.37832515932248006,0.7915857507889871,-2.344556455635049,0.8261753921613236,13.628881160021944,13.647268953944021
