c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3",rmse,kfold rmse
10.03113949390654,-9.91590424234745e-08,0.006370343548318887,0.012501465067780859,0.0007157496171504678,-0.0038655337744774028,0.008033703349661265,-0.002970779953847844,-0.015613358451264306,-0.0047863317712533125,13.944669431224732,13.895376528678536
