train set,test set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
gov,flores,7.983774948424655,0.057455184277638925,-3.687706198405865e-05,2.800371607936986e-05,-1.0759820794447968e-09,1.480223388229939e-05,-5.552116848446118e-06,5.946606639987852,5.7844987989606755
gov,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,23.42772144297091,9.48973063597487,0.00015739672307920222,-1.4956604716087571e-09,-9.273467038937491e-06,0.000496475749528645,-5.170667368279204e-06,9.961284531398597,10.193039621490366
bible,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,17.303265301532914,6.910720061012057,-3.8513893203770264e-10,-0.0002391039603539466,-0.09562099596999961,-0.06141145297569633,0.048112188603014513,7.8312686194322305,7.533104239614171
bible,gov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
