,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,"[-1.0, 0.5, 1.0]",0.23804761428476165,[0.5],1.9424427364250394,[0.0],5.336873824836241
kfold,[1.0],0.2441917886203992,[-1.0],1.9541376669824384,[-1.0],5.345677381461254
