train set,test set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,flores,5.917091059861029,19.512289002742868,-9.675281088385187e-09,-10.907262711479607,3.5879537972328683,3.639490076005304
gov,bible,1.4238928687887764,1.0242099374134708,-0.00036099780039706476,-5.280366768303599e-09,1.2474343626468782,1.2546726712164813
gov,gov,21.07503786429307,53.010495308850636,-31.530483279388342,-0.09466259728398317,5.1123495802808945,5.2681849126336715
bible,flores,1.486463808186547,1.957218798250949,-1.5487179935471893e-09,0.001619081045837582,0.8268263743310258,0.8349281865741485
bible,bible,18.78804166136262,27.906820067450802,-0.45790752636832377,-7.900364378433674e-09,4.207660898350333,4.256632183102265
bible,gov,0.9308654993825032,0.6631042688708506,1.027196151124526e-08,2.2550153105856164e-11,0.6918030494579009,0.7022049459318799
