train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,5.967778548329098,-2.1432714748224753e-09,0.09245355264154453,8.894629154971675,9.034649572224026
1,gov,7.318224164640006,-1.4846914263743178e-09,0.001304783261255453,9.96295567797521,9.728211618962707
10,flores,4.572240153136516,-4.1754868524665184e-09,3.6259943259940136e-07,5.940820517999171,5.804581851088079
10,bible,10.249258958526914,3.0186631861321938,-7.806370239021834e-10,13.390194900582426,13.512951421394979
10,gov,15.56055003876729,0.0004108118832637058,-5.203905674669941e-09,17.125276471021138,16.98195339438263
25,flores,5.951779030712481,2.09449732384934e-06,-3.729447058219164e-09,6.9401442534035125,6.83650074300519
25,bible,14.617195591446533,0.00019906867884758806,-2.706822618123009e-09,15.111046096834139,15.633053665973959
25,gov,16.595082015767886,0.06433135281634993,-2.0941389041429383e-09,19.128274993588487,18.82763154495937
50,flores,12.175149952210553,-6.015580465845838e-10,-0.06712717350109515,3.986996779716628,3.573768350225616
50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,39.48090662246668,3.6787735513968097e-06,-1.1455407251982896e-09,6.051326060589213,5.2506636178614166
