model,pareto,rawlsian,gov-flores,gov-bible,gov-gov,bible-flores,bible-bible,bible-gov
linear,True,False,5.7765589564076265,2.271685619876913,10.192973008694247,2.237409216035368,7.599811061314246,1.3576941236277535
poly2,True,False,5.782494786809711,2.271685619876913,10.207185322962417,2.237409216035368,7.810428827692674,1.3576941236277535
poly3,True,False,5.94772759391869,2.271685619876913,10.329716090810782,2.237409216035368,7.607075104992764,1.3576941236277535
exp,True,True,5.459867233083074,2.271685619876913,9.236199905278031,2.237409216035368,6.873212204367529,1.3576941236277535
log,True,False,5.782707885113077,2.271685619876913,10.228380376296888,2.237409216035368,7.574351782927761,1.3576941236277535
power,True,False,4.841233426600915,2.271685619876913,10.9889436295419,2.237409216035368,7.947813908410937,1.3576941236277535
hmult,True,False,4.8294647572956535,1.568615808780326,11.99783958199229,1.4116184564770562,8.445759361603633,0.7505553499465134
