language to,c0,"c1,1","c1,2",rmse,kfold rmse
ka,37.331161265024484,-100.03484750947013,56.52919018249403,5.001869563701053,5.059638213506016
gu,29.30887048833172,-5.155498989494477,-89.42185862969288,5.005250375362161,5.051451575769284
hi,40.680274100674815,-78.60643989202754,7.237246445133416,4.029679032847934,4.056395393015317
si,60.862898184582306,-203.3144843463673,172.9875932264735,3.8473417801802374,3.8733756806369306
ta,46.339479435588,-147.11515251007026,118.48558433340874,3.9242600992596217,3.9534756576589802
