c0,c1,c2,c3,c4,c5,rmse,kfold rmse
2.3878773379487463,7.17340689221257e-05,-4.3968858644223055e-05,-1.8219551899582024e-05,-3.2506168488788277e-09,-0.09510128615594482,13.710952263345083,13.704461639894053
