c0,"c1,1","c1,2","c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
36.178895390296155,18.639341708448647,-9.84243922427357,25.110878574422536,-372.8886494305699,409.28512701088516,16.923190343816113,11.477795132311833,-1.5918235767279898,0.008871162095323912,-25.885674973679674,4.171496440064825,4.21390877488893,4.27128332917651
