train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,c2,c3,c4,rmse,kfold rmse
cc_align,25,gov,1,flores,999.9999999999999,23.606442557047433,-19.24915888562386,-5.787853289547789,-9.267764338994391,0.19811733621556496,1.3966433997496226
cc_align,25,gov,1,bible,999.9999999999975,33.033727308618914,-26.831849449452477,-5.229901361047684,-14.776647739766497,0.021322379011325606,0.33941296844204355
cc_align,25,gov,1,gov,1.37440067190708,10.693829838135814,1.3513415595267777,-2.710150782388901,-3.889513539638604,1.8596683060397938e-14,0.582408385331295
cc_align,25,gov,10,flores,999.9999999999999,12.551346919421643,-13.229921896299711,-2.7248929591050097,-5.47402346477027,1.0833790639712506,3.832998921763608
cc_align,25,gov,10,bible,0.5211707293826012,22.575258591443347,1.2989355127320963,-3.8524571053115677,-14.645577499682457,3.360144595992222e-15,0.13887004598826394
cc_align,25,gov,10,gov,4.1004383447925115,5.4651018681689845,1.2734181021548692,-1.7451012663967156,-1.1078737488747379,2.1316282072803006e-14,0.22526913077901156
cc_align,25,gov,25,flores,999.9999999999992,10.14482243149646,-12.071973951327296,-2.1728531039169217,-4.501755496870301,1.2385377854485355,4.489782811766591
cc_align,25,gov,25,bible,0.9416662297120779,19.919196479650243,0.2313541896845537,-2.819786630479689,-13.015001442036796,2.804977977355271e-14,0.028552006258520394
cc_align,25,gov,25,gov,5.293265080124595,4.74128333597451,0.944856758695252,-1.5367053977053877,-0.6484138764935924,1.2306961192854808e-14,0.06417845990735827
cc_align,25,gov,50,flores,4.788031565502536,5.570201892076897,5.176407565299911,-2.6320421260845106,-4.8586219722790505,1.8284479926709062e-10,7.533799825503455
cc_align,25,gov,50,bible,4.534246410501296,0.44511715041439665,2.8469831191489456,0.6457506221809,-3.268566104875862,1.1577187682936742e-09,0.3272428438619788
cc_align,25,gov,50,gov,4.868129650455374,0.9650024880821045,2.7597376574302617,-0.8818589748411715,0.9465881101755018,2.1240131841147774e-09,6.058271814516218
cc_align,25,bible,1,flores,0.6028362687407678,32.63037726346608,-5.24451104030956,-6.685069012343803,-17.329926607900187,3.6825699758076906e-13,0.08358114044459641
cc_align,25,bible,1,bible,0.0579166516367715,13.364811378563633,8.893404251068114,-4.368869731773923,-6.007767186128877,7.78360568894479e-15,1.6427781121687475
cc_align,25,bible,1,gov,999.9999999999999,35.96116503418957,-25.58395044019286,-8.815201671543939,-15.945132505570516,0.0047867763821836965,0.18574628830569656
cc_align,25,bible,10,flores,932.0333844085258,14.826526721825122,-17.82348249066562,-1.914771837806157,-6.865846027313507,2.063365300040417e-11,0.45549965523590275
cc_align,25,bible,10,bible,0.2581371816552166,8.122551356172155,7.908048341355563,-3.0440366607024187,-3.4352570069263844,1.4121757569080125e-14,1.9643027471811836
cc_align,25,bible,10,gov,9.055245926581275,43.902113063370635,-19.511021392039254,-9.576587749105077,-18.6200990556379,4.899302379035763e-14,0.2976281524394719
cc_align,25,bible,25,flores,463.4491861626517,11.187467534690528,-14.293049568256375,-0.421310360880258,-6.218906473458723,3.088921868458028e-13,0.453964502306718
cc_align,25,bible,25,bible,0.5318118885270409,6.524404767294809,7.113007588661971,-2.543401853217249,-2.7465488248605086,1.965264102344027e-14,1.952918977706898
cc_align,25,bible,25,gov,23.56863736327711,33.98177224230835,-17.666374344984323,-6.7350893324772825,-14.725844704597572,2.037493684340046e-15,0.33733634367131077
cc_align,100,gov,1,flores,999.9999999999999,16.304307527813314,-15.838020672272746,-4.0215433790748305,-6.578648025279376,0.19423150322655408,1.5122972813770068
cc_align,100,gov,1,bible,999.9999999999993,26.397866697916,-24.560621596594746,-4.385146441430114,-11.111536860937626,0.037598238790590884,0.3931951109142314
cc_align,100,gov,1,gov,2.0079557642147354,7.817938737310052,1.9572010403970364,-2.1191987028637618,-2.7912970042805076,1.879919374704706e-14,0.42020034862315014
cc_align,100,gov,10,flores,999.9999999999948,11.739511790852712,-13.091935345930256,-2.6104227731040393,-4.836799961557837,0.687607386365117,3.175252540615548
cc_align,100,gov,10,bible,0.0158604816591457,27.615612797529383,5.759753141310869,-5.664371237405236,-15.349482843068508,3.4456286253129815e-15,0.17437132499667177
cc_align,100,gov,10,gov,3.126948156936153,5.69479758928923,1.9814615847067172,-1.7900665899158654,-1.3482807504834449,1.5648080552598203e-14,0.5585462697159995
cc_align,100,gov,25,flores,999.9999999999968,8.32649333382493,-11.247540830377584,-1.6961909938048247,-3.7785301417888344,0.6873473491850624,3.687213687141399
cc_align,100,gov,25,bible,0.017733982537571084,22.563937873665758,7.995830036950306,-4.197199681992835,-13.721066932036479,8.934915982166055e-15,0.309857939477706
cc_align,100,gov,25,gov,3.687270396275965,4.793664398858644,1.9019511277244014,-1.5802058417915774,-0.7955433914997108,1.5239443903799964e-14,0.34638360025593823
cc_align,100,gov,50,flores,10.150560485380296,-5.989672321566938,8.579527199172649,-0.3481245706141475,-0.20633872802903644,8.252899583236066e-12,6.566608046359675
cc_align,100,gov,50,bible,5.418009778134676,0.5524591086183984,1.2831232871033886,0.1337046520484561,-1.8056124544370065,2.4273772775840067e-09,0.08249026657783709
cc_align,100,gov,50,gov,5.043486300475521,0.5436611264563752,2.7562913876008746,-0.8050674848609655,1.19715688468964,4.526482515737181e-09,6.325546668400478
cc_align,100,bible,1,flores,5.863910942670487,24.101825972799748,-7.518754277034535,-4.50080001908554,-13.28225403720312,4.345498581144397e-15,0.12022568581530906
cc_align,100,bible,1,bible,0.09617293985680854,11.481067964102705,8.37532380765009,-3.9936998214383266,-5.025778501363661,6.681085649879496e-14,1.637438529806528
cc_align,100,bible,1,gov,999.9999999999955,29.285909052589137,-22.86462737069243,-6.418473162161336,-13.637225449180747,0.017976772217222395,0.2375825538684283
cc_align,100,bible,10,flores,125.01051197271642,12.23040163938865,-11.671003124816924,-1.0733220153200949,-6.44084155604863,3.757740039366229e-15,0.3628127260541035
cc_align,100,bible,10,bible,0.2726579288519253,7.884838620173196,7.765777075717657,-2.9708699043227202,-3.244208867280146,1.3197745560238665e-14,1.9062862281924962
cc_align,100,bible,10,gov,0.5344045877377779,35.605680835628746,-8.70275026026307,-7.223885981035692,-16.44681243184002,1.72350737706679e-13,0.19281666155638413
cc_align,100,bible,25,flores,101.59092302710376,12.950171301508071,-11.613517027526465,-0.9407987326016113,-6.732738487952195,1.9357399876532506e-15,0.43162026581845536
