c0,c1,"c2,1","c2,2","c2,3","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
27.72578867404178,2.136621352770368,38.07826161904039,-413.66404071525153,446.9954321522166,11.172129000767775,3.998576803042756,10.085258609901944,3.244420542821729,2.260609425909885,-3.1624871823929706,5.47926343219725,-4.145658805117176,4.357184408024151,-16.699197298200477,5.962912882921501,0.8262445579301306,4.159277372126887,4.19389188082151
