language to,c0,c1,c2,rmse,kfold rmse
ka,-1.5742955419842677,12.680878318381568,-1.4078118711899372,6.226852066993018,6.300740128392988
gu,2.9797723521470942,11.359362884778568,-1.3627588382434879,8.239668584660311,8.337367531590099
hi,0.3817628169465847,10.322542069557716,-1.4767828283126285,6.553301724513248,6.629358283488632
si,-0.31045236532812787,2.529908329872501,-1.6628605463143673,2.999992611871153,3.0262507564705983
ta,-1.743946319210944,5.825930621372185,-1.4945819456025835,3.8045270758122585,3.847509231438669
