c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
10.10051079947627,8.386575878351002e-05,0.0012247979551086993,-3.2200391686413506e-11,1.1332859938136534e-06,13.931887867567227,13.85044738288723
