train set,train set size,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
gov,1,5.032244469391559,0.9751615506060465,0.026189612411164798,0.028710234528621387,-1.4970392635001164e-09,0.023724347697655752,-0.005682780445339915,8.68944791141997,9.008067900162033
gov,10,14.044160476620899,-2.4106628936691605e-09,0.0004322618370145876,0.0001406026805937757,-0.00027641533715578107,0.0012300709594131503,-0.0001240495549032543,14.208208290523086,14.554728926716072
gov,25,15.973644157705309,2.8763318924909602e-05,-6.322518228525074e-09,-1.200095251584712e-05,-2.69307636164244e-07,-3.1938607285299025e-05,3.8143185113043225e-05,15.62559732386682,15.83340142316441
gov,50,17.075544022695045,0.00041017674566671153,1.037437832252924e-05,-5.523346552203095e-10,5.520426083283848e-07,-3.3550224519394317e-07,-0.0005786478010210482,17.410988085467235,17.8645869211441
bible,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.019148333732431,8.01911431870768
bible,10,6.519807917903757,1.3880701025666684,-0.05017407515865134,-0.027761898836914774,-5.159819194867066e-09,-0.25258005697933406,0.011428901995714365,12.781551484891837,12.469043537837983
bible,25,8.704190730133343,-5.2353335640892274e-09,-0.022100155046756154,-0.004742674476321481,0.018547821728248832,0.005365909221205762,0.016077085060490635,14.560721952233656,14.296596615938693
