train set,c0,c1,c2,rmse,kfold rmse
gov,4.84971876116782,-6.5120140059917665e-09,-0.7710798641487159,14.617507922685462,14.703770069257331
bible,2.5920892013508485,-5.530437449210523e-09,-0.9196993261653802,12.143715457123587,12.113154468022774
