train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0,0.0,0.0,3.7177950454536886,2.585455013158248
1,bible,1.8943577931410926,-1.6797980847993335,-3.2445082505347564e-09,8.443997871251382,8.53692070940799
1,gov,1.8363933607492742,-1.9355378827891725,-8.077507339709766e-10,9.669529799860799,9.66098144412225
10,flores,1.7036630191078481,-1.3930504340687564,-4.113307711278728e-08,5.380162354744994,5.3232637161035345
10,bible,1.9756256297992978,-2.5272960892308127,-7.109079852035107e-08,13.149999625146634,13.260864092382468
10,gov,2.332693324796726,-2.577025868911174,7.456676723399925e-08,17.062982258618607,17.035390178410875
25,flores,1.4360976919692041,-2.104354081946253,-2.80764273235126e-09,6.382657765739683,6.369448410512596
25,bible,2.102860114344387,-2.662111977399595,2.7516555713836415e-08,14.990564373556461,15.12571853910606
25,gov,2.539736093947064,-2.6116808774018545,1.9055650714439925e-12,18.960429080640285,18.96634936147919
50,flores,0.9298448864316341,-3.7147149681168776,-1.917808984403192e-09,1.8334018361772588,1.9096090154240817
50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,7.488901278135021,-2.1166370497906084,1.7618600001883777e-08,7.184759786135032,6.7264767452800855
