train set,c0,c1,c2,rmse,kfold rmse
gov,4.80609018473777,-0.7795396442815774,-6.60321726808865e-09,14.623382984453876,14.74390336863409
bible,2.860681380335371,-0.8183751108874274,-2.5820785104569094e-08,12.10289052675594,12.100956074866382
