model,pareto,rawlsian,gov-1k,gov-10k,gov-25k,gov-50k,bible-1k,bible-10k,bible-25k
linear,True,False,8.321076454142347,14.08687851484263,15.47463705428652,17.36549039664124,7.850798811483178,12.428108642408088,14.24694717022022
poly2,True,False,8.325656852526281,14.0859757780887,15.474118931971509,17.365940265245158,7.849223097557963,12.425810507179218,14.246640983717592
poly3,True,False,8.327415385112118,14.087763787967583,15.474923740000872,17.366284947556508,7.850153074720398,12.422296086067684,14.240190943486018
exp,False,False,8.27506771424696,14.077417971670522,15.45863539670118,17.365699603175518,7.864683195302364,12.44742493762674,14.268381977949144
log,True,True,8.23210557266401,14.064049549617746,15.444388336350633,17.364280319214533,7.858549261485085,12.445431007500996,14.259589311291936
power,True,False,8.229828132308938,14.062413007424944,15.443977124352944,17.36565418776243,7.862093915604167,12.444936740513793,14.262007841060434
hmult,True,False,8.234254428855468,14.065537520231487,15.446414799569542,17.364484999275685,7.863065453619977,12.440067890161007,14.256324227663878
