c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2",rmse,kfold rmse
3.8903650661699447,0.6078396147737738,0.0005508475050785798,0.007813473884770642,-6.400951797508405e-10,-0.00882749920581762,-0.00113918999636689,3.3159845755781037,2.799047369777481,14.029300055615835,13.976031689663312
