c0,c1,c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
30.61018424062929,0.005328628391146079,-68.58627175025268,8.477656715466415,3.961881614737561,6.494161501102339,2.09989045424698,1.3462118635029694,-2.3829946614695525,6.304309701896663,1.1090331451296587,1.268174430694748,-13.681311226703825,2.237877273761789,-0.5789101159770205,4.5731198826694825,4.595886119073915
