c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
5.21434188127897,1.541158569343568,3.944181121626655,-0.4322178436595784,-0.5468407875690157,-1.4128884535667698,-3.2427749643379925e-09,13.635977371741633,13.650138195671087
