train set,test set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,flores,10.840352091711598,-0.014049981291886546,0.044505236926104204,-3.0571043620029646e-09,5.203532557474356,5.222906270851578
gov,bible,1.7992406129680136,5.872198168395753e-05,0.005523723474574692,-1.1169882863873574e-08,1.3192274446064383,1.323399678892661
gov,gov,29.8940536152554,6.260495243908533,2.250033252220354e-07,9.17779273795738e-07,9.729700295655842,9.793930402942422
bible,flores,1.9555670806242718,6.772792999449566e-07,3.725230908851677e-06,3.7057663146772874e-11,0.9909085286942299,0.9863825281574077
bible,bible,25.440056317764665,-3.980936179107817e-08,-0.028859527690876175,-0.0483490251974414,7.113185174660569,7.152464250836475
bible,gov,1.0852690124592934,0.0015178448678391226,0.001019134428163788,-5.868973479888287e-10,0.7392932047394952,0.7433432013286587
