train set size,c0,c1,rmse,kfold rmse
1,4.723358992568996,2.53213977738704e-09,8.498489704350005,8.501831037728424
10,10.80552566200647,4.951778929423678e-09,13.78177389525075,13.712635109674556
25,12.740049655249267,-3.5961976213414403e-10,15.374462224794762,15.317340014006986
50,17.066470026534375,-9.18857640874344e-10,17.41231635994894,17.981151057155788
