1-1-hi,"-18.66811419007327,-53.889080319642474,36.08433854821066",1.9574927691567796
1-1-gu,"-12.524270575026316,-38.39906408909496,28.275338558401995",3.6099217412254214
1-1-si,"-31.13200890698364,-75.4003949788334,53.113066868990785",0.7865445380727836
1-1-ka,"-10.754692543311226,-39.70464818446865,23.58948951531269",0.70526754640103
1-1-ta,"-24.519577649841438,-54.72671918389436,38.940846716565176",2.0638297332234914
1-10-hi,"-34.19805387841537,-95.88959932176931,62.7138644117335",3.124226262604707
1-10-gu,"-2.4122431752866644,-39.10584084659316,30.689448934558772",5.100895086685878
1-10-si,"-62.84151089619656,-123.91600889816219,89.61716031021656",2.032633464970111
1-10-ka,"-11.466729551194758,-65.16215823148612,37.50928682719565",3.0119878258672474
1-10-ta,"-51.09947712567262,-95.40952534712983,69.91909981096038",2.0787143087640607
1-50-hi,"-22.219318160145686,-96.32451829669621,61.83390369929569",7.59908296709172e-11
1-50-si,"-74.3553110515396,-144.05150463023364,106.78290632498427",3.1854928975395384e-12
1-50-ta,"-53.64450344382925,-115.31493956661215,82.16639694728217",1.0458905879232634e-14
1-25-hi,"-31.235789944300663,-97.29032724612496,63.45199366765395",2.760756620847076
1-25-gu,"-0.1021442210829102,-45.69288699758118,33.99456698975676",5.2400748271513145
1-25-si,"-70.99887296452907,-140.02087268233308,100.35083857649946",2.3056034200094033
1-25-ka,"-11.426950038648153,-79.71471400569624,45.06032889448428",3.0690854812648602
1-25-ta,"-54.62133270177344,-106.10684134151272,77.13262774492547",1.9356627847311683
100-1-hi,"-15.020129786031312,-50.47967839917351,34.71476377936549",2.193384127094717
100-1-gu,"-12.405242595647065,-42.58261448464871,31.051605880997545",3.7777403969194028
100-1-si,"-0.6837055050760155,-57.0179559595923,34.10670698428762",2.318409663994408
100-1-ka,"-3.717901987787215,-40.36881860080043,23.65881382632",2.5523969040076415
100-1-ta,"5.8559721722279905,-39.11566588396996,21.014371745470285",3.30888563090579
100-10-hi,"-9.063329715436437,-73.87224367780848,45.205789425117274",2.8745838500299365
100-10-gu,"-19.376168271865126,-68.69421346139055,49.410120355405034",4.317486378616804
100-10-si,"4.130355548320373,-75.23160166179724,42.655431314796324",4.0265894058694816
100-10-ka,"-8.87711672079851,-65.15114151054914,38.89361853220814",2.7669823155953464
100-10-ta,"14.143320384751076,-54.82220474845204,27.909895700399776",3.8135975009016843
100-50-hi,"-19.855481597452258,-80.99953437617734,56.30749814012327",3.6227895675986214e-11
100-50-si,"84.05907571482673,-129.8275822258138,34.937005174329656",4.4286924943703734e-13
100-50-ta,"43.75019875029255,-85.92442313318507,33.56078531440565",2.7614589291054912e-15
100-25-hi,"-8.176461069817494,-80.80022842914657,48.605985036034596",2.644160745332231
100-25-gu,"-20.453863092813158,-71.71135525193975,51.93284769046255",4.247489354069626
100-25-si,"7.368188045473621,-82.41601677255083,45.34305874730508",4.4608265007608345
100-25-ka,"-8.205996687957278,-75.30798398937586,44.01349286510531",2.713003465624597
100-25-ta,"14.71421241868534,-61.194197792379974,31.83138816583091",3.8289450944097756
10-1-hi,"-11.670812961477901,-52.19875784367275,32.51417208436905",1.7107755878200515
10-1-gu,"-8.031269438479406,-39.85571790028618,27.219558819099014",3.6004803944286303
10-1-si,"-24.79318977867438,-77.05996517405839,50.19264089243781",0.8026448524920574
10-1-ka,"-8.810187355126105,-46.173502465378206,26.993910611970954",1.8523840150292443
10-1-ta,"-17.45642037647003,-52.92688007747082,34.605037182029434",2.4435787395765187
