c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
22.83909007963766,35.995028900736614,-65.34056470363045,39.225087576107946,-106.07454722290791,57.35714154886384,9.176511700393926,3.24308047229955,0.8131101716290005,8.5449781545235,2.920374846292721,0.8263573549164964,2.6544768412244664,-1.9738511574663136,-2.292909140712783,7.333808642251408,-0.027945694353189464,-3.1085558683518575,9.780106922296913,-1.9737425894793081,-12.551134473224906,4.550057658292184,0.44433996998598274,-0.23520049224027828,4.273927804078688,4.345573072033284
